ID,SMILES,IC50,pIC50
CHEMBL606376,COc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,1400,5.854
CHEMBL606919,COCc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,3690,5.433
CHEMBL1824226,Cc1cccc(n1)c1nn(cc1c1ccc2c(c1)nccn2)CC(=O)Nc1ccccc1,38,7.42
CHEMBL2087975,COc1ccc(cc1)CNc1sc(c(n1)c1cccc(n1)C)c1ccc2n(c1)ncn2,24.3,7.614
CHEMBL1957660,OC(=O)CCc1nc(c([nH]1)c1ccc2c(c1)OCO2)c1scc(n1)C,530,6.276
CHEMBL1957663,Cc1csc(n1)c1nc([nH]c1c1ccc2c(c1)OCO2)C(=O)Nc1ccccc1,1700,5.77
CHEMBL1835536,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccccc1C,4,8.398
CHEMBL1835527,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(cc1)Cl,3.87,8.412
CHEMBL1957661,OC(=O)CCCc1nc(c([nH]1)c1ccc2c(c1)OCO2)c1scc(n1)C,130,6.886
CHEMBL1765758,Nc1nc(cc(n1)c1ccccc1)c1ccc2c(c1)[nH]nc2N,3162.28,5.5
CHEMBL3341954,CNc1ncc(cc1c1cc(OC)c(c(c1)OC)OC)c1ccc(cc1)N1CCNCC1,28000,4.553
CHEMBL2024693,Cc1cccc(n1)n1nc2c(c1c1ccc3c(c1)c(=O)[nH]cn3)CCC2,5,8.301
CHEMBL1835709,CN1CCC(CC1)NC(=S)n1nc(c(c1)c1ccc2n(c1)ncn2)c1cccc(n1)C,39.47,7.404
CHEMBL1835525,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cccc(c1)C(=O)N,3.45,8.462
CHEMBL1835112,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccccc1,2.82,8.55
CHEMBL186966,Nc1nc(c(s1)c1ccc2c(n1)cccc2)c1ccccn1,3540,5.451
CHEMBL565645,COCCC(=O)Nc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,34,7.469
CHEMBL119976,Cc1cccc(n1)c1nn2c(c1c1ccnc3c1cccc3)CCC2,78,7.108
CHEMBL325405,Fc1ccc(nc1)c1nn2c(c1c1ccnc3c1cccc3)CCC2,151,6.821
CHEMBL278724,CCc1nc([nH]c1c1ccncc1)c1ccc(cc1)OC,30000,4.523
CHEMBL120587,CCOc1ccc2c(c1)nccc2c1c2CCCn2nc1c1cccc(n1)C,88,7.056
CHEMBL206017,O=C(C1CCOCC1)Nc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,112,6.951
CHEMBL1765759,COc1nc(N)nc(c1)c1ccc2c(c1)[nH]nc2N,3162.28,5.5
CHEMBL1835526,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(cc1)F,4.09,8.388
CHEMBL2321907,CCCCc1nnn(c1c1ccc2c(c1)nccn2)c1cccc(n1)C,7380,5.132
CHEMBL181958,Nc1nc(c(s1)c1ccnc2c1cccn2)c1ccccn1,7940,5.1
CHEMBL1766451,N#Cc1cccc(c1)NC(=O)CCn1nc(c(c1)c1ccc2c(c1)cccn2)c1cccc(n1)C,101,6.996
CHEMBL1765762,Nc1nc(NC2CCCC2)cc(n1)c1ccc2c(c1)[nH]nc2N,398.11,6.4
CHEMBL604261,Cc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,3050,5.516
CHEMBL593708,C=Cc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,560,6.252
CHEMBL2385591,N1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1cccc2c1cccn2,3960,5.402
CHEMBL1835523,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cccc(c1)OC(F)(F)F,10,8
CHEMBL1835528,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(cc1)C,6.61,8.18
CHEMBL1957659,Cc1csc(n1)c1nc([nH]c1c1ccc2c(c1)OCO2)C(=O)O,190,6.721
CHEMBL2087976,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(cc1)OC(F)(F)F,60.9,7.215
CHEMBL203214,Cn1cnc2c1ccc(c2)c1c2CCCn2nc1c1ccccn1,4740,5.324
CHEMBL3260567,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1F,9.67,8.015
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O,6870,5.163
CHEMBL2087974,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(cc1)C,8.75,8.058
CHEMBL2024686,Cc1cccc(n1)n1ncc(c1c1ccc2c(c1)c(=O)n(cn2)C)C,4,8.398
CHEMBL2024689,CCc1nn(c(c1)c1ccc2c(c1)c(=O)n(cn2)C)c1cccc(n1)C,1,9
CHEMBL1835530,COc1ccc(cc1)NC(=S)n1nc(c(c1)c1ccc2n(c1)ncn2)c1cccc(n1)C,0.57,9.244
CHEMBL1835533,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(cc1)C(=O)N,15.6,7.807
CHEMBL377711,Cc1cccc(n1)c1nn2c(c1c1ccc3c(c1)n(CCCN1CCCCC1)cn3)CCC2,155,6.81
CHEMBL482729,COc1cc2nccc(c2cc1OC)Oc1ccc(cc1C(=O)c1ccccc1)C.Cl,2700,5.569
CHEMBL2024691,CCc1cnn(c1c1ccc2c(c1)c(=O)[nH]cn2)c1cccc(n1)C,2,8.699
CHEMBL584901,Cc1cccc(n1)c1nn2c(c1c1ccc3c(c1)ncn3C)CCC2,1700,5.77
CHEMBL582791,Nc1nc(c(s1)c1ccnc2c1cccc2)c1cccc(n1)Cl,1778,5.75
CHEMBL574621,COc1cc(Nc2nccc(c2)Oc2cccnc2)cc(c1OC)OC,227,6.644
CHEMBL125738,Clc1ccc(cc1)c1cn[nH]c1c1cccc(n1)C,57,7.244
CHEMBL1271472,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CN1CCCCC1,24,7.62
CHEMBL1272182,CCN(C(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)N(S(=O)(=O)C)CCN(C)C)C,7,8.155
CHEMBL497724,CNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CN1CCCCC1,32,7.495
CHEMBL1271578,CCCCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CN1CCCCC1,91,7.041
CHEMBL1271577,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CCN(C)C,47,7.328
CHEMBL1271683,CCN(C(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)N(S(=O)(=O)C)CC(=O)N(C)C)C,86,7.066
CHEMBL1271965,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C\Nc1ccc(cc1)N(C(=O)C)CCCN(C)C,17,7.77
CHEMBL1272076,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C\Nc1ccc(cc1)N(C(=O)CN(C)C)C,52,7.284
CHEMBL482728,COc1cc2nccc(c2cc1OC)Oc1ccccc1C(=O)c1ccccc1,16000,4.796
CHEMBL260240,Cc1cccc(n1)c1nn2c(c1c1ccnc3c1cc(cc3)OC(F)(F)F)CCC2,141,6.851
CHEMBL409525,CN(CCOc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1)C,24,7.62
CHEMBL260147,Oc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,160,6.796
CHEMBL408181,COC(=O)c1ccc2c(c1)c(ccn2)c1c2CCCn2nc1c1cccc(n1)C,526,6.279
CHEMBL205158,O1CCN(CC1)CCOc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,12,7.921
CHEMBL383523,FC(c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1)(F)F,24,7.62
CHEMBL203619,OCCCn1cnc2c1cc(cc2)c1c2CCCn2nc1c1ccccn1,79,7.102
CHEMBL202943,CC(=O)COc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,25,7.602
CHEMBL381948,Fc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,48,7.319
CHEMBL383433,Cc1ccccc1c1nccc(c1)c1c[nH]nc1c1ccccn1,3981,5.4
CHEMBL129280,c1ccc(cc1)c1c[nH]nc1c1ccccn1,3990,5.399
CHEMBL1271736,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)N(C(=O)C)CCCN(C)C,3,8.523
CHEMBL1272180,CCN(Cc1cccc(c1)N/C(=C/1\C(=O)Nc2c1ccc(c2)C(=O)N(CC)C)/c1ccccc1)CC,616,6.21
CHEMBL1271910,OCCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CN1CCCCC1,430,6.367
CHEMBL1271576,CCN(CCNC(=O)c1ccc(cc1)N/C(=C/1\C(=O)Nc2c1ccc(c2)C(=O)N(CC)C)/c1ccccc1)CC,64,7.194
CHEMBL229598,CCc1cccc(n1)c1[nH]c(nc1c1ccc2c(c1)OCO2)CNc1cccc(c1)C(=O)N,46,7.337
CHEMBL129153,Cc1cccc(n1)c1[nH]nc(c1c1ccnc2c1cccc2)C,82,7.086
CHEMBL129553,Cc1cccc(n1)c1[nH]ncc1c1ccccc1,543,6.265
CHEMBL513147,N1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1ccnc2c1cccc2,500,6.301
CHEMBL2024688,Cc1cccc(n1)n1ncc(c1c1ccc2c(c1)c(=O)[nH]cn2)C,1,9
CHEMBL205570,C1CCN(C1)Cc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,19,7.721
CHEMBL203436,COC(=O)c1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,27,7.569
CHEMBL426852,FC(c1ccccc1c1nccc(c1)c1c[nH]nc1c1ccccn1)(F)F,9333,5.03
CHEMBL202891,COc1ccc(cc1)c1nccc(c1)c1c[nH]nc1c1ccccn1,24,7.62
CHEMBL258641,N#Cc1ccc(cc1)Oc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,1200,5.921
CHEMBL3634712,Cc1nc(ccc1F)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1F,12.5,7.903
CHEMBL484907,COc1cc2c(ccnc2cc1OC)Oc1ccc(cc1C(=O)C)C,4400,5.357
CHEMBL3634711,Cc1nc(ccc1F)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1,9.23,8.035
CHEMBL1271796,CCN(C(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)N(C(=O)C)CCCN(C)C)C,9,8.046
CHEMBL1272289,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)CN(C)C,19,7.721
CHEMBL1829505,c1ccc(nc1)c1n[nH]cc1c1ccnc(c1)n1cncc1,88,7.056
CHEMBL2088214,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1C)C,22.1,7.656
CHEMBL2087972,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(cc1)F,8.61,8.065
CHEMBL2087982,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1F)F,29.4,7.532
CHEMBL1272078,CN(C(=O)c1ccc2c(c1)/C(=C(\c1ccccc1)/Nc1ccc(cc1)CN1CCCCC1)/C(=O)N2)C,186,6.73
CHEMBL1271524,CCNC(=O)c1ccc2c(c1)NC(=O)/C/2=C(/c1ccccc1)\Nc1ccc(cc1)C(=O)NCCN(CC)CC,33,7.481
CHEMBL2088219,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1)C(=O)N,13.6,7.866
CHEMBL2087984,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cc(F)cc(c1)F,8.92,8.05
CHEMBL565814,CN(CCNC(=O)Nc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1)C,18,7.745
CHEMBL333798,Fc1ccc(cc1)c1c(nn2c1CCC2)c1cccc(n1)C(F)(F)F,877,6.057
CHEMBL567706,CN(CCCc1cccc(c1)c1nccc(c1)c1c[nH]nc1c1ccccn1)C,15,7.824
CHEMBL121795,c1ccc(nc1)c1nn2c(c1c1ccnc3c1cccc3)CCC2,104,6.983
CHEMBL585109,CN(CCCNC(=O)Nc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1)C,255,6.593
CHEMBL118339,Cc1ccc(cc1)c1c(nn2c1CCC2)c1cccc(n1)C,4000,5.398
CHEMBL1829511,CN(CCCOc1ccc(cn1)c1nccc(c1)c1c[nH]nc1c1ccccn1)C,11,7.959
CHEMBL1765730,C[C@@H]1CCCCN1c1nc(N)nc(c1)c1ccc2c(c1)[nH]nc2N,7943.28,5.1
CHEMBL1765876,Nc1nc(Nc2ccccc2)cc(n1)c1ccc2c(c1)[nH]nc2N,25.12,7.6
CHEMBL594371,CCc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,390,6.409
CHEMBL595556,Brc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,220,6.658
CHEMBL1765761,CC(Nc1nc(N)nc(c1)c1ccc2c(c1)[nH]nc2N)C,501.19,6.3
CHEMBL1835629,COc1ccc(cc1OC)NC(=S)n1nc(c(c1)c1ccc2n(c1)ncn2)c1cccc(n1)C,4.37,8.36
CHEMBL1835521,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cccc(c1)C(F)(F)F,3.01,8.521
CHEMBL593725,O=c1n(C)n(c(c1c1ccccn1)c1ccc2c(c1)nccn2)C,1700,5.77
CHEMBL1835622,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(c(c1)F)F,2.12,8.674
CHEMBL2087978,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccccc1F,10.4,7.983
CHEMBL2087979,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccccc1Cl,15.5,7.81
CHEMBL2087965,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccccc1,11.3,7.947
CHEMBL1766455,S=C(Nc1ccccc1)CCn1nc(c(c1)c1ccc2c(c1)cccn2)c1cccc(n1)C,88,7.056
CHEMBL1824444,Cc1cccc(n1)c1nn(cc1c1ccc2c(c1)nccn2)CC(=O)Nc1cccc(c1)C(=O)N,48,7.319
CHEMBL2088213,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cc(Cl)cc(c1)Cl,15.1,7.821
CHEMBL226734,N#Cc1cccc(c1)CNc1nc(c([nH]1)c1cccc(n1)C)c1ccc2c(c1)OCO2,24,7.62
CHEMBL2385586,N1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1cn[nH]c1,3320,5.479
CHEMBL1808264,CC(c1sc(c(n1)c1ccc(c(c1)NS(=O)(=O)c1c(F)cccc1F)F)c1ccnc(n1)Nc1ccc(nc1)N1CCOCC1)C,10,8
CHEMBL2385596,CN1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1ccnc2c1cccc2,75,7.125
CHEMBL3260905,N#Cc1ccc(c(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C)CN(C)C,3.1,8.509
CHEMBL3260573,COc1ccccc1NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,14,7.854
CHEMBL3260578,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1C(=O)N,30,7.523
CHEMBL3260584,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)C,9,8.046
CHEMBL3260586,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)C(C)C,16,7.796
CHEMBL3260614,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1F)F,9,8.046
CHEMBL2088220,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(cc1)C(=O)N,25.7,7.59
CHEMBL2088217,COc1ccc(cc1OC)CNc1sc(c(n1)c1cccc(n1)C)c1ccc2n(c1)ncn2,47.7,7.321
CHEMBL2088221,Cc1cccc(n1)c1sc(nc1c1ccc2n(c1)ncn2)NCc1ccccc1,24.5,7.611
CHEMBL2087983,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(c(c1)F)F,7.43,8.129
CHEMBL182678,Clc1ccnc(c1)c1nc(sc1c1ccnc2c1cccc2)N,1020,5.991
CHEMBL1957653,NCCc1nc(c([nH]1)c1ccc2c(c1)OCO2)c1scc(n1)C,2200,5.658
CHEMBL1835627,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cc(C)cc(c1)C,3.97,8.401
CHEMBL1835625,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cc(Cl)cc(c1)Cl,5.08,8.294
CHEMBL1824440,Cc1cccc(n1)c1nn(cc1c1ccc2c(c1)nccn2)CC(=S)Nc1ccccc1,13,7.886
CHEMBL2435034,Cc1cccc(n1)c1nc(cn1c1ccc2c(c1)OCO2)CNc1ccc(cc1)S(=O)(=O)N,240,6.62
CHEMBL3634801,C=Cc1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1ccc(c(n1)C)F,13.7,7.863
CHEMBL3634710,Fc1cc(C)nc(c1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1F,41.9,7.378
CHEMBL3634705,Cc1ccc(c(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1F)F,12.1,7.917
CHEMBL3261083,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNC(=O)c1ccccc1,57,7.244
CHEMBL3260565,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CSc1ccccc1,21,7.678
CHEMBL3260588,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)OC(F)(F)F,23,7.638
CHEMBL3260595,COC(=O)c1cccc(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,17,7.77
CHEMBL3260600,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)Br,17,7.77
CHEMBL3260617,COc1c(cccc1OC)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,58,7.237
CHEMBL3260564,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)COc1ccccc1,13,7.886
CHEMBL1824436,N#Cc1cccc(c1)NC(=O)Cn1ncc(c1c1cccc(n1)C)c1ccc2c(c1)nccn2,737,6.133
CHEMBL2385579,O1CCN(CC1)c1ccc(cc1)c1cnc2n(c1)ncc2c1cn[nH]c1,10900,4.963
CHEMBL3260618,N#Cc1c(cccc1C#N)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,21,7.678
CHEMBL3260900,N#Cc1cc(NCc2[nH]c(c(n2)c2ccc3n(c2)ncn3)c2cccc(n2)C)cc(c1)N(C)C,2.6,8.585
CHEMBL3260615,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1Cl)Cl,12,7.921
CHEMBL261762,ClCCOc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,33,7.481
CHEMBL411741,Cc1cccc(n1)c1nn2c(c1c1ccnc3c1cccc3F)CCC2,928,6.032
CHEMBL1835630,COc1cc(cc(c1)OC)NC(=S)n1nc(c(c1)c1ccc2n(c1)ncn2)c1cccc(n1)C,2.49,8.604
CHEMBL1835621,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccccc1OC(F)(F)F,3.98,8.4
CHEMBL3260627,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cc(ccc1F)N(C)C,2.9,8.538
CHEMBL1766454,N#Cc1cccc(c1)NC(=S)Cn1nc(c(c1)c1ccc2c(c1)cccn2)c1cccc(n1)C,51,7.292
CHEMBL4279935,Cc1cccc(n1)c1nn2c(c1c1ccncc1)C(C(C2)(C)C)C,181,6.742
CHEMBL4277446,Oc1ccc(cc1)c1c(nn2c1[C@@H](C)C(C2)(C)C)c1cccc(n1)C,197,6.706
CHEMBL3260582,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)Cl,6,8.222
CHEMBL3260611,COC(=O)c1ccc(cc1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,78,7.108
CHEMBL3260580,CC(=O)Nc1ccccc1NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,40,7.398
CHEMBL3260610,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)C(=O)C,59,7.229
CHEMBL1766440,Cc1cccc(n1)c1nn(cc1c1ccc2c(c1)cccn2)CC(=O)Nc1ccccc1,207,6.684
CHEMBL3261096,N#Cc1cccc(c1)NC(=S)Cn1cc(c(n1)c1cccc(n1)C)c1ccc2n(c1)ncn2,18,7.745
CHEMBL3260571,CCc1ccccc1NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,11,7.959
CHEMBL3260575,CSc1ccccc1NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,10,8
CHEMBL3260581,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)F,9,8.046
CHEMBL3260601,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)C,16,7.796
CHEMBL3260608,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(cc1)C(=O)N,55,7.26
CHEMBL3260589,CSc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,7,8.155
CHEMBL3260590,C=Cc1cccc(c1)NCc1nc(c([nH]1)c1cccc(n1)C)c1ccc2n(c1)ncn2,12,7.921
CHEMBL1766450,O=C(Nc1ccccc1)CCn1nc(c(c1)c1ccc2c(c1)cccn2)c1cccc(n1)C,25,7.602
CHEMBL3260621,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccc(c(c1)C)C,17,7.77
CHEMBL3260628,CN(Cc1ccc(c(c1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C)F)C,15.3,7.815
CHEMBL2024690,Cc1cccc(n1)n1nccc1c1ccc2c(c1)c(=O)[nH]cn2,6,8.222
CHEMBL406407,Clc1nc2ccccc2c(c1)c1c(nn2c1CCC2)c1ccccn1,19800,4.703
CHEMBL411855,CN(CCCCCOc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1)C,47,7.328
CHEMBL410308,CN(CCNC(=O)c1ccc2c(c1)c(ccn2)c1c2CCCn2nc1c1cccc(n1)C)C,193,6.714
CHEMBL1688215,Nc1nccc(n1)c1ccc2c(c1)[nH]nc2N,1584.89,5.8
CHEMBL593710,N#CCc1cccc(c1)c1c(=O)n(n(c1c1ccc2c(c1)nccn2)C)C,4400,5.357
CHEMBL1824438,O=C(Nc1ccccc1)CCn1nc(c(c1)c1ccc2c(c1)nccn2)c1cccc(n1)C,82,7.086
CHEMBL1824442,N#Cc1cccc(c1)NC(=S)Cn1nc(c(c1)c1ccc2c(c1)nccn2)c1cccc(n1)C,26,7.585
CHEMBL2435036,Cc1cccc(n1)c1nc(cn1c1ccc2c(c1)OCO2)CNc1ccc(cc1)C(=O)N,800,6.097
CHEMBL2088222,N#Cc1cccc(c1)CNc1nc(c(s1)c1cccc(n1)C)c1ccc2n(c1)ncn2,25.1,7.6
CHEMBL2087985,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1Cl)Cl,34.3,7.465
CHEMBL1835711,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)nc(n2)C)C(=S)Nc1ccccc1,102,6.991
CHEMBL1835532,N#Cc1ccc(cc1)NC(=S)n1nc(c(c1)c1ccc2n(c1)ncn2)c1cccc(n1)C,2.95,8.53
CHEMBL1835520,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1cccc(c1)C,3.98,8.4
CHEMBL3260572,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1C(C)C,14,7.854
CHEMBL3260594,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)C(=O)C,13,7.886
CHEMBL3260596,Cc1cccc(n1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1cccc(c1)NS(=O)(=O)C,15,7.824
CHEMBL3260605,CSc1ccc(cc1)NCc1[nH]c(c(n1)c1ccc2n(c1)ncn2)c1cccc(n1)C,40,7.398
CHEMBL2324833,COc1ccccc1c1nnn(c1c1ccc2c(c1)nccn2)c1cccc(n1)C,34500,4.462
CHEMBL2087980,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccccc1C,16.9,7.772
CHEMBL2087966,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1cccc(c1)F,7.01,8.154
CHEMBL3634709,Fc1cc(C)nc(c1)c1[nH]c(nc1c1ccc2n(c1)ncn2)CNc1ccccc1,72.5,7.14
CHEMBL2087971,N#Cc1cccc(c1)CNc1nc(c(s1)c1ccc2n(c1)ncn2)c1cccc(n1)C,9.26,8.033
CHEMBL2087986,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(c(c1)Cl)Cl,21.9,7.66
CHEMBL2087973,Cc1cccc(n1)c1nc(sc1c1ccc2n(c1)ncn2)NCc1ccc(cc1)Cl,15.8,7.801
CHEMBL2087969,COc1cccc(c1)CNc1nc(c(s1)c1ccc2n(c1)ncn2)c1cccc(n1)C,11.4,7.943
CHEMBL2088224,Cc1cccc(n1)c1sc(nc1c1ccc2n(c1)ncn2)NCc1ccccc1F,21.2,7.674
CHEMBL2088223,Cc1cccc(n1)c1sc(nc1c1ccc2n(c1)ncn2)NCc1cccc(c1)C(=O)N,12,7.921
CHEMBL1829504,c1ccc(nc1)c1n[nH]cc1c1ccnc(c1)n1cccn1,77,7.114
CHEMBL1835529,Cc1cccc(n1)c1nn(cc1c1ccc2n(c1)ncn2)C(=S)Nc1ccc(cc1)C(F)(F)F,3.04,8.517
