Descriptor,Values
IC1,0.04572080735159245
IC2,0.044734586584368685
IC3,0.0568937176676374
IC5,0.03016222293170845
TIC0,0.007592432605815436
TIC1,0.013523662492296307
TIC2,0.014857370140268777
TIC5,0.012115686171144002
SIC0,0.011784777084693943
SIC1,0.030353759925234147
SIC2,0.05672759689019502
SIC3,0.058105505597703555
SIC4,0.06743925065830325
SIC5,0.06228951130128113
BIC0,0.01223258735130095
BIC1,0.03249049890091493
BIC2,0.05805825741310899
BIC3,0.06518671630069939
BIC4,0.06947920647480466
BIC5,0.06012187638320743
CIC0,0.01568145623584094
CIC1,0.03175744051227758
CIC2,0.03073247855943828
CIC3,0.024806842603699142
CIC4,0.025563939538206126
CIC5,0.031880178610690146
MIC0,0.002918023306737849
MIC1,0.012447074983501505
MIC2,0.015615312708268547
MIC5,0.01180636377415567
ZMIC0,0.01544575265958903
ZMIC1,0.022069936793850164
ZMIC2,0.020969510799228264
ZMIC3,0.007563577122076559
ZMIC4,0.004039634775857337
ZMIC5,0.004036276784805004
Kier1,0.011865456404012598
Kier2,0.019413025609078094
Kier3,0.02440349775098749
FilterItLogS,0.030720540075102054
VMcGowan,0.013119640205328853
LabuteASA,0.0116134077140293
PEOE_VSA1,0.04074204176619278
PEOE_VSA2,0.04530719758067625
PEOE_VSA3,0.03174094008428563
PEOE_VSA4,0.011610157155740097
PEOE_VSA5,0.010322600016470673
PEOE_VSA6,0.013588872604104463
PEOE_VSA7,0.025306251237372734
PEOE_VSA8,0.03532885162545729
PEOE_VSA9,0.02050916899841848
PEOE_VSA10,0.031550144163479565
PEOE_VSA11,0.02358266997755043
PEOE_VSA12,0.015414600081950058
PEOE_VSA13,0.01292382404177339
SMR_VSA1,0.01900291620920358
SMR_VSA2,-0.016132871908441426
SMR_VSA3,0.07140880045167997
SMR_VSA4,0.013338923849876061
SMR_VSA5,0.021138915610379394
SMR_VSA6,0.020451212957583453
SMR_VSA7,0.03807464938433158
SMR_VSA9,0.04816485478769161
SlogP_VSA1,0.03584701848682825
SlogP_VSA2,0.01856556750510463
SlogP_VSA3,0.029638400754635752
SlogP_VSA4,0.0009058969001807249
SlogP_VSA5,0.015890589723912107
SlogP_VSA6,0.047793480045231984
SlogP_VSA7,-0.010574141035030626
SlogP_VSA8,0.07970276831768519
SlogP_VSA10,0.02303076734452647
SlogP_VSA11,0.022086030556861425
EState_VSA1,-0.00040157808715041154
EState_VSA2,0.012957091657282427
EState_VSA3,0.006955534041825917
EState_VSA4,0.025818784505758696
EState_VSA5,0.007656220685045456
EState_VSA6,0.021482883865198588
EState_VSA7,0.026586257584218398
EState_VSA8,0.03149592646903687
EState_VSA9,0.01203802953978772
EState_VSA10,0.0044897111308160875
VSA_EState1,0.0028649932226466612
VSA_EState2,0.028951345689259167
VSA_EState3,0.02656202495345772
VSA_EState4,0.02093103328016932
VSA_EState5,0.014938164291884881
VSA_EState6,0.022996761732019255
VSA_EState7,0.0314004401302701
VSA_EState8,0.019049877019017725
VSA_EState9,0.021016297735179545
MDEC-22,0.018018526018745096
MDEC-23,0.02607409711818054
MDEC-33,0.012279243508275695
MPC2,0.013324653290239574
MPC3,0.011764290760341023
MPC4,0.010497043768135761
MPC5,0.009141374997268858
MPC6,0.00822769765017517
MPC7,0.007448229741260359
MPC8,0.006684136224750947
MPC9,0.005999327530869181
MPC10,0.005576651810012212
TMPC10,0.0064933451634225925
piPC1,0.028536978034046534
piPC2,0.0361913222811574
piPC3,0.03575421114947552
piPC4,0.03172380293574317
piPC5,0.02778586940234984
piPC6,0.025473545845590806
piPC7,0.025885428837850277
piPC8,0.027417473861666153
piPC9,0.027790956356172458
piPC10,0.02828417727405519
TpiPC10,0.026482989067351248
apol,0.012948790813254618
bpol,0.016133490842133558
nRing,0.021091303424445762
n6Ring,0.03882910865705069
nHRing,0.09983358833866918
n5HRing,0.033614006237067784
n6HRing,0.0693550761723829
naRing,0.12470692544087392
n6aRing,0.07537322915050426
naHRing,0.19137145533437971
n5aHRing,0.039232824875185646
n6aHRing,0.12889049896875404
n3ARing,-0.0002979425656573706
nAHRing,0.024797489337794687
n5AHRing,0.024683571823684747
n6AHRing,0.01659242973874081
nFHRing,0.08235585290247505
n9FHRing,0.03938763263143685
nFaHRing,0.06312397159538885
n9FaHRing,0.12264690747284757
n10FaHRing,0.06574500571016761
nFAHRing,0.02695271853099901
n8FAHRing,0.02885372015141574
n9FAHRing,0.013047688403432234
n12FAHRing,
nG12FAHRing,0.00128272953885767
nRot,0.024725851947037913
RotRatio,0.03602462289628816
SLogP,0.020421789115075306
SMR,0.014360120276094346
TopoPSA(NO),0.02774881818427133
TopoPSA,0.02411719038304927
GGI1,0.010538936359318463
GGI2,0.010952112763305877
GGI3,0.010361130918179473
GGI4,0.01648876376568209
GGI5,0.016325783371701874
GGI6,0.012997902870653277
GGI7,0.027740914290109497
GGI8,0.014122271608295378
GGI9,0.016823850002976037
GGI10,0.00619798664123139
JGI1,0.024866030367710845
JGI2,0.027860027956454037
JGI3,0.022159625633398683
JGI4,0.06007817118815284
JGI5,0.05060994199659774
JGI6,0.03663743622666216
JGI7,0.03654505521285145
JGI8,0.034143733170941104
JGI9,0.03672309681012331
JGI10,0.019502976579615527
JGT10,0.04075244675546674
Radius,-0.0011862329443651232
TopoShapeIndex,0.06484937576035321
PetitjeanIndex,0.05207341702100976
Vabc,0.012004762858885965
VAdjMat,0.019601521320137483
MWC01,0.013627408711511801
MWC02,0.01945366340586796
MWC03,0.020219340164966404
MWC04,0.018605009414086382
MWC05,0.016886044143396894
MWC06,0.016051273513226327
MWC07,0.015705272499956457
MWC08,0.01563554634578601
MWC09,0.01585092710094127
MWC10,0.01607366339728067
TMWC10,0.013539773169194191
SRW02,0.019500011984158405
SRW03,-0.0002979425656573706
SRW04,0.019527864990484645
SRW05,0.07624303391899101
SRW06,0.019303330502855154
SRW07,0.15204442797674034
SRW08,0.016337905192468583
SRW09,0.16886498067021805
SRW10,0.01487263138035555
TSRW10,0.03425754057799102
MW,0.008244973308389802
AMW,0.0073955603610107445
WPath,-0.0011862212190931823
WPol,0.010016538358943006
Zagreb1,0.013312896488836934
Zagreb2,0.014027519273420719
mZagreb2,0.012492067501598036
