ID,NaaNH,SaaNH,n9FaHRing,n6aHRing,naHRing,n10FaHRing,NaaN,SaaN,nFaHRing,nFHRing,nHRing,n6HRing,NaasN,SMR_VSA3,naRing,nBondsA,SlogP_VSA8,JGI5,PEOE_VSA2,SaasN,MATS1c,n9FHRing,nN,PEOE_VSA1,SlogP_VSA1,JGI4,n6aRing,nBondsM,MATS3i,GATS4c,MATS2c,NsOH,SRW07,SRW09,SMR_VSA9,C3SP2,C2SP2,C1SP2,nHBDon,PEOE_VSA3,Xch-6d,nBase,AATSC5i,SlogP_VSA6,BIC2,ATSC1c,AATSC3i,FCSP3,AATS8d,SssNH
CHEMBL205158,1,2.967866825,0,2,3,0,3,13.4042562,0,0,4,3,0,25.06523039,4,23,33.77213846,0.019547804,19.96654858,0.0,-0.230681941,0,5,9.473725907999999,4.736862953999999,0.021060606000000003,3,23,0.135910361,0.719255847,-0.251797205,0,4.59511985,6.605297921,39.52165029,3,13,3,1,0.0,0.506873575,1,0.021242699,73.18783433,0.756843253,-0.227966183,0.215529527,0.24,2.783783784,0.0
CHEMBL383523,1,2.843224727,0,2,3,0,3,12.87322555,0,0,3,2,0,20.16532066,4,23,33.77213846,0.025084877,15.06663885,0.0,-0.403861432,0,4,0.0,0.0,0.025388889,3,23,-0.097683979,0.729973757,-0.145964178,0,4.59511985,6.605297921,33.77213846,4,12,3,1,0.0,0.404811503,0,0.079366083,73.18783433,0.780175595,-0.279280326,-0.321958105,0.05,3.0,0.0
CHEMBL203619,0,0.0,1,1,3,0,3,13.90821786,1,2,4,1,2,24.31554143,4,21,33.54816041,0.017613636000000002,9.665781456,4.241898293,-0.29676558,1,5,9.673627043,0.0,0.032843915,2,21,0.06406859200000001,0.861045759,-0.14194525,1,5.82008293,7.934155233999999,22.51475897,2,11,1,1,4.983978521,0.727435268,0,-0.15661245699999998,48.92236606,0.8169600579999999,-0.212807712,0.104254369,0.28571428600000004,2.610619469,0.0
CHEMBL202943,1,2.930680267,0,2,3,0,3,13.23562983,0,0,3,2,0,20.16532066,4,23,33.77213846,0.021534722000000003,19.86117603,0.0,-0.269653478,0,4,4.736862953999999,4.736862953999999,0.027388889,3,24,0.011176886,0.997598588,-0.211713374,0,4.59511985,6.605297921,39.52165029,3,14,3,1,0.0,0.404811503,0,-0.071082618,73.18783433,0.8020105409999999,-0.224938556,0.018077482,0.090909091,2.873417722,0.0
CHEMBL381948,1,2.9020229360000003,0,2,3,0,3,13.06010938,0,0,3,2,0,20.16532066,4,23,33.77213846,0.02,15.06663885,0.0,-0.254495542,0,4,0.0,0.0,0.026339869,3,23,-0.00319898,0.8092087059999999,-0.216088148,0,4.59511985,6.605297921,33.77213846,3,13,3,1,4.390415048,0.404811503,0,-0.092445648,73.18783433,0.7824502320000001,-0.120771321,-0.007373462,0.0,2.847457627,0.0
CHEMBL383433,1,2.955525321,0,2,3,0,3,13.3153499,0,0,3,2,0,20.16532066,4,23,33.77213846,0.016960784,15.06663885,0.0,-0.20172074,0,4,0.0,0.0,0.024876543,3,23,-0.013355033999999998,0.733467125,-0.268536978,0,4.59511985,6.605297921,33.77213846,4,12,3,1,0.0,0.404811503,0,0.04248168,73.18783433,0.7595197290000001,-0.08530106400000001,-0.022226636,0.05,2.720588235,0.0
CHEMBL129280,1,2.905315571,0,1,2,0,2,8.600182822999999,0,0,2,1,0,15.18134214,3,17,22.51475897,0.014611111,10.08266033,0.0,-0.16810701600000005,0,3,0.0,0.0,0.025555556,2,17,-0.011521318,0.766199612,-0.34848877100000003,0,4.59511985,6.605297921,22.51475897,2,10,2,1,0.0,0.340206909,0,-0.088508245,60.92462369,0.698275228,-0.055160505,-0.019411961,0.0,1.964285714,0.0
CHEMBL1271736,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,10.21669833,3,18,11.27014384,0.024262023,14.38361155,0.0,-0.558635907,1,5,25.75018527,20.85027554,0.034166667000000005,3,22,-0.021881982,1.073615354,0.118340567,0,4.844187086,7.03438793,0.0,4,16,3,3,0.0,0.48847624,1,0.018086473,72.79640482,0.7378081120000001,-0.6721909490000001,-0.033069412,0.258064516,2.555555556,9.158953079
CHEMBL1272180,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,9.799819462,3,18,11.27014384,0.023046737,14.488984099999998,0.0,-0.508972725,1,4,15.53348694,10.63357721,0.032316384,3,21,-0.031677537,1.1384457609999998,0.04493322,0,4.844187086,7.03438793,0.0,5,15,2,2,0.0,0.48847624,1,0.204791567,72.79640482,0.694798576,-0.478022309,-0.047333500999999986,0.266666667,2.655737705,6.522254679
CHEMBL1271910,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,10.21669833,3,18,11.27014384,0.020070547,14.488984099999998,0.0,-0.525326608,1,4,21.05689321,15.95036581,0.036101365,3,21,-0.068503991,1.084839917,0.038678177,1,4.844187086,7.03438793,0.0,5,15,2,4,0.0,0.5905383129999999,1,0.175534893,72.79640482,0.737005778,-0.630295021,-0.10297673,0.266666667,2.6909090910000004,9.065188508
CHEMBL1271576,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,15.11660807,3,18,11.27014384,0.025435897,14.38361155,0.0,-0.560439169,1,5,25.75018527,15.95036581,0.032169312,3,22,0.03946786,1.186064796,0.061973114,0,4.844187086,7.03438793,0.0,5,15,3,3,0.0,0.48847624,1,0.163898063,72.79640482,0.680723915,-0.693398775,0.05921789,0.28125,2.715846995,9.328100077
CHEMBL229598,1,3.423411754,0,1,2,0,2,9.648141378,0,1,3,1,0,14.95193556,4,23,22.64523548,0.018958333,9.778515705,0.0,-0.5627624379999999,1,5,25.50816051,20.52418199,0.04162037,3,24,0.036897478,1.131142272,0.031525207,0,5.351858133,7.412764017000001,34.14425914,2,17,2,3,4.983978521,0.580527208,0,-0.201895655,60.66367068,0.7908110340000001,-0.8554679409999999,0.058986671,0.16,3.125,3.297285735
CHEMBL129153,1,3.1478313960000004,0,2,3,1,3,13.50821859,1,1,3,2,0,20.16532066,4,22,33.41768391,0.019527027,15.06663885,0.0,-0.268794011,0,4,0.0,0.0,0.037507508,3,22,0.094602694,1.178214078,-0.150681155,0,4.727387819,6.823286122000001,22.51475897,3,13,1,1,0.0,0.442044204,0,-0.384158321,54.72778012,0.728086091,-0.106171163,0.157516955,0.105263158,2.228571429,0.0
CHEMBL129553,1,3.035250378,0,1,2,0,2,8.67011952,0,0,2,1,0,15.18134214,3,17,22.51475897,0.016111111,10.08266033,0.0,-0.210547422,0,3,0.0,0.0,0.031388889,2,17,0.024600778,1.038165565,-0.229380711,0,4.59511985,6.605297921,22.51475897,2,11,1,1,0.0,0.321478169,0,-0.260245616,54.72778012,0.703409836,-0.06652333099999999,0.040510395,0.066666667,2.027777778,0.0
CHEMBL513147,0,0.0,1,2,3,1,3,13.84375571,2,2,4,3,1,24.89882535,5,27,38.80390812,0.020050505,4.983978521,1.865163561,-0.23638142,1,6,10.21669833,10.21669833,0.025462963,4,27,0.102472474,0.8139222620000001,-0.179402914,0,4.727387819,6.842683282,22.25380597,5,11,5,1,9.499376415,0.5964498220000001,1,-0.289488066,79.38467790000001,0.733551191,-0.155104835,0.17255163899999998,0.16,3.311688312,3.3991171560000004
CHEMBL2024688,1,2.6137160880000003,0,2,3,1,3,13.19034388,1,1,3,2,1,24.73242031,4,22,27.9781672,0.021348039,4.794537184,1.7996617540000002,-0.541168953,0,5,4.983978521,5.559266895,0.042942943,3,23,-0.112025294,1.011738763,0.17187572399999998,0,4.727387819,6.823286122000001,17.07524226,3,9,3,1,14.64975998,0.426752253,0,-0.192348559,53.71690324,0.787663648,-0.33071501600000003,-0.192276039,0.111111111,2.3783783780000003,0.0
CHEMBL205570,1,2.981252568,0,2,3,0,3,13.44884104,0,0,4,2,0,25.06523039,4,23,33.77213846,0.017043651,19.96654858,0.0,-0.17524546600000002,0,5,0.0,0.0,0.023108466,3,23,-0.032648226,0.7356019109999999,-0.256282289,0,5.209486153,7.139660336,33.77213846,4,12,3,1,0.0,0.506873575,1,0.038873513,73.18783433,0.779533861,-0.09350376,-0.053180687,0.208333333,2.933333333,0.0
CHEMBL203436,1,2.91912867,0,2,3,0,3,13.18085933,0,0,3,2,0,20.16532066,4,23,33.77213846,0.021966967,15.06663885,0.0,-0.393928416,0,4,4.736862953999999,0.0,0.024388889,3,24,-0.054695636,0.8784513629999999,-0.13877626699999998,0,4.59511985,6.605297921,33.77213846,4,12,4,1,4.794537184,0.404811503,0,-0.053475049,73.18783433,0.77828693,-0.33653500299999994,-0.08973181300000001,0.047619048,3.014285714,0.0
CHEMBL426852,1,2.79978458,0,2,3,0,3,12.67147555,0,0,3,2,0,20.16532066,4,23,33.77213846,0.021647287,15.06663885,0.0,-0.38633065,0,4,0.0,0.0,0.030074074,3,23,-0.07793762900000001,0.924797533,-0.133500214,0,4.59511985,6.605297921,33.77213846,4,12,3,1,0.0,0.404811503,0,0.099566689,73.18783433,0.7595197290000001,-0.268871159,-0.256875811,0.05,3.073529412,0.0
CHEMBL202891,1,2.9426852410000004,0,2,3,0,3,13.24887281,0,0,3,2,0,20.16532066,4,23,33.77213846,0.02125,15.06663885,0.0,-0.247048909,0,4,4.736862953999999,4.736862953999999,0.025987654,3,23,-0.001420901,0.79941981,-0.203163317,0,4.59511985,6.605297921,39.52165029,3,13,3,1,0.0,0.404811503,0,-0.052190664000000005,73.18783433,0.7862755770000001,-0.175183967,-0.00234766,0.05,2.823529412,0.0
CHEMBL258641,0,0.0,0,2,3,1,3,14.09903889,1,2,4,2,1,19.74844179,5,28,33.41768391,0.018406433,14.64975998,2.119036351,-0.275857371,0,5,4.736862953999999,4.736862953999999,0.036415094,4,29,0.079531915,1.029109788,-0.08742851199999999,0,5.4161004020000005,7.535296702,40.08300395,4,17,2,0,0.0,0.6746858379999999,0,-0.236487011,79.12372490000001,0.755429696,-0.19425354600000005,0.132030286,0.111111111,2.6984126980000003,0.0
CHEMBL3634712,1,3.248542848,1,2,4,0,4,17.40462369,1,1,4,2,1,29.54999379,5,27,28.2924127,0.020678295,0.0,1.647224316,-0.481754917,1,7,10.30076712,5.316788604,0.044392765,3,27,0.033324761,1.329223042,-0.100456946,0,5.351858133,7.412764017000001,22.64523548,1,15,3,2,28.24816355,0.565235256,0,-0.267223231,61.05510019,0.803205946,-0.442284777,0.08800399099999999,0.090909091,3.252427184,3.041979665
CHEMBL484907,0,0.0,0,1,1,1,1,4.356664042,1,1,1,1,0,4.983978521,3,17,10.90292493,0.025270062000000003,9.778515705,0.0,-0.319870863,0,1,14.21058886,14.21058886,0.052079772,3,18,-0.069952764,1.159602944,-0.152750623,0,0.0,0.0,22.99804733,3,12,1,0,0.0,0.191638319,0,0.00242459,42.59504598,0.7378166270000001,-0.35532371100000004,-0.099600321,0.2,2.511904762,0.0
CHEMBL3634711,1,3.3515284860000003,1,2,4,0,4,17.60252841,1,1,4,2,1,29.54999379,5,27,28.2924127,0.018525132,0.0,1.69347776,-0.47411027,1,7,10.30076712,5.316788604,0.043848238,3,27,0.045052516,1.332794244,-0.054332014000000005,0,5.351858133,7.412764017000001,22.64523548,1,15,3,2,23.8577485,0.583963996,0,-0.318233795,67.12146726,0.7918024309999999,-0.406323757,0.099391177,0.090909091,3.174757282,3.348692628
CHEMBL1271796,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,9.799819462,3,18,11.27014384,0.024766506,14.38361155,0.0,-0.5245239420000001,1,5,25.3333064,15.53348694,0.034343434,3,22,-0.049053632,1.087758783,0.079581942,0,4.844187086,7.03438793,0.0,4,16,3,2,0.0,0.48847624,1,0.027912765,72.79640482,0.723839803,-0.615859322,-0.07360045900000001,0.28125,2.570707071,6.40478211
CHEMBL1272289,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,10.21669833,3,18,11.27014384,0.024439484,9.589074368,0.0,-0.541652393,1,4,20.85027554,15.95036581,0.037484277,3,21,-0.16966035,1.094636694,0.071189816,0,4.844187086,7.03438793,0.0,5,15,2,3,0.0,0.48847624,1,0.075558026,72.79640482,0.731996145,-0.524615165,-0.25968728,0.185185185,2.7246376810000004,9.195843405
CHEMBL1829505,1,2.9199957480000003,0,2,4,0,4,17.11596618,0,0,4,2,1,29.71639883,4,22,28.33262175,0.015981481000000002,14.64975998,1.865102513,-0.32068769,0,6,0.0,0.0,0.023854167000000003,2,22,-0.027781416,0.7283673559999999,-0.113620183,0,5.209486153,7.153833802,28.33262175,2,7,6,1,9.967957042,0.404811503,0,-0.194091275,67.64337328,0.822658951,-0.190487553,-0.051467368,0.0,2.76,0.0
CHEMBL2088214,0,0.0,1,2,4,0,4,18.17810519,1,1,4,2,1,24.56601526,5,27,27.4756319,0.018094315,4.983978521,1.7834453019999998,-0.517898,1,6,5.316788604,5.316788604,0.043383838,3,27,-0.034388513,1.0889554259999998,0.114095586,0,5.351858133,7.412764017000001,21.82845468,4,12,2,1,14.48335494,0.565235256,0,-0.039588661,61.05510019,0.756908415,-0.329730598,-0.059989075,0.166666667,3.198198198,3.5209523810000003
CHEMBL2087972,0,0.0,1,2,4,0,4,17.93451256,1,1,4,2,1,24.56601526,5,27,27.4756319,0.017202381,4.983978521,1.744169004,-0.527905107,1,6,5.316788604,5.316788604,0.043848238,3,27,-0.026271281,1.143409867,0.112855085,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,18.87376998,0.580527208,0,-0.15416415,67.12146726,0.803686792,-0.366343795,-0.059861316,0.090909091,3.202020202,3.349911187
CHEMBL2087982,0,0.0,1,2,4,0,4,17.70903461,1,1,4,2,1,24.56601526,5,27,27.4756319,0.018094315,4.983978521,1.692191859,-0.486673331,1,6,5.316788604,5.316788604,0.043383838,3,27,-0.008354135,1.083093919,0.031697353,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,23.26418503,0.565235256,0,0.120629317,61.05510019,0.8055709659999999,-0.375576535,-0.022888577,0.090909091,3.282828283,3.114285714
CHEMBL1272078,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,9.799819462,3,18,11.27014384,0.021344086,14.488984099999998,0.0,-0.494385526,1,4,15.53348694,10.63357721,0.03531746,3,21,-0.178528868,1.083027402,0.020778215,0,4.844187086,7.03438793,0.0,5,15,2,2,0.0,0.5905383129999999,1,0.040027128,72.79640482,0.715825928,-0.470935478,-0.269750909,0.266666667,2.733727811,6.4869252039999985
CHEMBL1271524,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,15.53348694,3,18,11.27014384,0.024920635,14.38361155,0.0,-0.5919797929999999,1,5,26.16706415,21.26715442,0.031912567999999995,3,22,0.06906601,1.1789449,0.099115125,0,4.844187086,7.03438793,0.0,5,15,3,4,0.0,0.48847624,1,0.165815026,72.79640482,0.662923884,-0.749730401,0.104376849,0.258064516,2.706896552,12.07254331
CHEMBL2088219,0,0.0,1,2,4,0,4,17.98384448,1,1,4,2,1,24.56601526,5,27,27.4756319,0.018423913,9.778515705,1.741006666,-0.616880682,1,7,11.05045608,11.05045608,0.042560386,3,28,-0.054506823,1.045841206,0.171294213,0,5.351858133,7.412764017000001,21.82845468,3,13,3,2,14.48335494,0.580527208,0,-0.255447612,67.12146726,0.7988436409999999,-0.602390765,-0.09881335,0.086956522,3.224299065,3.366929327
CHEMBL2087984,0,0.0,1,2,4,0,4,17.74681926,1,1,4,2,1,24.56601526,5,27,27.4756319,0.015510336,4.983978521,1.6995334569999998,-0.51641808,1,6,5.316788604,5.316788604,0.044197531,3,27,-0.029309117000000006,1.1181671709999998,0.139632317,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,23.26418503,0.565235256,0,0.28789335,61.05510019,0.8055709659999999,-0.386269916,-0.080300829,0.090909091,3.262626263,3.174007937
CHEMBL565814,0,0.0,0,2,3,1,3,14.04799055,1,2,4,2,1,29.96514012,4,22,33.41768391,0.021086745,14.64975998,2.110714698,-0.496359486,0,7,15.53348694,10.63357721,0.033731656,3,23,0.074638459,0.8861663759999999,0.095088291,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,2,4.794537184,0.591352505,1,0.069717381,54.85825662,0.780625283,-0.463487479,0.121828523,0.28,2.510204082,5.77398854
CHEMBL333798,0,0.0,0,1,2,0,2,8.231922871,0,1,3,1,1,14.76446326,3,17,22.51475897,0.023805556,4.681802935,1.801553288,-0.378383347,0,3,0.0,0.0,0.043084795,2,17,0.063687736,0.798542306,-0.184221536,0,5.4161004020000005,7.535296702,22.51475897,2,12,0,0,9.374393569,0.519874335,0,-0.48798957,42.46456948,0.7921620090000001,-0.238975358,0.24201043,0.222222222,2.473684211,0.0
CHEMBL567706,1,2.981528903,0,2,3,0,3,13.47130594,0,0,3,2,0,25.06523039,4,23,33.77213846,0.019186508,15.06663885,0.0,-0.149921117,0,5,4.899909731,0.0,0.024179894,3,23,-0.056086504,0.6788011559999999,-0.28966199800000003,0,4.59511985,6.605297921,33.77213846,4,12,3,1,0.0,0.404811503,1,-0.119146051,73.18783433,0.780976172,-0.079675547,-0.089932888,0.208333333,2.612068966,0.0
CHEMBL121795,0,0.0,0,2,3,1,3,13.91937689,1,2,4,2,1,19.74844179,4,22,33.41768391,0.017208995,14.64975998,2.147369615,-0.13387489800000002,0,4,0.0,0.0,0.033760684,3,22,0.120123665,0.924612394,-0.24160935100000006,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,0,0.0,0.606644456,0,-0.299179636,60.92462369,0.747721985,-0.050220841,0.199920497,0.15,2.095744681,0.0
CHEMBL585109,0,0.0,0,2,3,1,3,14.06977044,1,2,4,2,1,29.96514012,4,22,33.41768391,0.018807471,14.64975998,2.113265719,-0.492704095,0,7,15.53348694,10.63357721,0.034588477,3,23,0.027172325,0.84239399,0.106447791,0,5.4161004020000005,7.535296702,22.51475897,3,12,2,2,4.794537184,0.591352505,1,-0.203950413,54.85825662,0.777557797,-0.460130507,0.043820913,0.307692308,2.45751634,5.832326125
CHEMBL118339,0,0.0,0,1,2,0,2,9.539202727000001,0,1,3,1,1,14.76446326,3,17,22.51475897,0.017589868999999998,9.665781456,2.161247166,-0.098268934,0,3,0.0,0.0,0.044357639,2,17,0.077218205,0.946559666,-0.209557763,0,5.4161004020000005,7.535296702,22.51475897,3,11,0,0,0.0,0.519874335,0,-0.202224532,42.46456948,0.763733863,-0.027406194,0.121012046,0.263157895,2.068181818,0.0
CHEMBL1829511,1,2.950959457,0,3,4,0,4,17.73531895,0,0,4,3,0,30.04920891,4,23,33.77213846,0.018299458,15.06663885,0.0,-0.301862724,0,6,9.636772685,4.736862953999999,0.024179894,3,23,-0.0777796,0.8796816190000001,-0.134192489,0,4.59511985,6.605297921,39.6521268,3,10,5,1,4.983978521,0.404811503,1,-0.169793285,67.25194377,0.8079832290000001,-0.264490176,-0.126852066,0.217391304,2.810526316,0.0
CHEMBL1765730,1,2.93758028,1,1,2,0,3,12.90044043,1,1,3,2,0,20.16532066,3,16,22.16030442,0.029793907,5.098681808,0.0,-0.675964481,1,7,16.36724469,16.36724469,0.035408497000000004,2,16,-0.010015482,0.779031585,0.269174803,0,4.727387819,6.803505258,11.25737949,2,6,2,3,4.983978521,0.451723905,0,-0.103284819,24.26546827,0.795155992,-0.6312534000000001,-0.016597478,0.352941176,2.388888889,0.0
CHEMBL1765876,1,2.901779097,1,1,2,0,3,12.5613688,1,1,2,1,0,20.16532066,4,22,22.16030442,0.020833333,5.098681808,0.0,-0.7008935279999999,1,7,16.78412356,16.78412356,0.035250896000000004,3,22,-0.095533318,0.894429482,0.320936951,0,4.727387819,6.803505258,11.25737949,2,12,2,4,4.983978521,0.470452644,0,-0.078800737,54.59730362,0.732496232,-0.6854059240000001,-0.17344225300000002,0.0,2.75,3.2249025
CHEMBL594371,0,0.0,0,1,2,1,2,8.727572372000001,1,1,2,1,2,19.33156291,4,22,33.41768391,0.024980159,24.1261001,3.539658447,-0.243647711,0,4,0.0,5.559266895,0.048518519,3,23,0.115612004,1.03048301,-0.254701726,0,4.94875989,7.19518732,22.38428247,4,10,3,0,0.0,0.501232212,0,0.043186036,59.65279381,0.747104665,-0.139506389,0.185030291,0.19047619,2.436893204,0.0
CHEMBL595556,0,0.0,0,1,2,1,2,8.689532886,1,1,2,1,2,19.33156291,4,22,33.41768391,0.024666667000000003,24.1261001,3.488638039,-0.253634987,0,4,0.0,5.559266895,0.049944444000000005,3,23,0.109958679,1.027540859,-0.255448208,0,4.94875989,7.19518732,22.38428247,3,11,3,0,0.0,0.501232212,0,0.069168176,64.12551332,0.732010272,-0.143902372,0.180097285,0.105263158,2.405063291,0.0
CHEMBL1765761,1,2.8941576380000003,1,1,2,0,3,12.45542928,1,1,2,1,0,20.16532066,3,16,22.16030442,0.029513889,5.098681808,0.0,-0.7223530659999999,1,7,16.78412356,16.78412356,0.039345238,2,16,-0.016952537,0.755756612,0.31986869100000004,0,4.727387819,6.803505258,11.25737949,2,6,2,4,4.983978521,0.368390572,0,-0.119854964,24.26546827,0.7765578809999999,-0.684352495,-0.028829237,0.214285714,2.15625,3.2257358330000003
CHEMBL1835629,0,0.0,1,2,4,0,4,17.93608336,1,1,4,2,2,29.36252149,5,27,28.16193619,0.022608932,4.983978521,3.353756307,-0.376772095,1,7,14.79051451,14.79051451,0.044412998,3,28,0.00034358800000000003,0.970862323,-0.116274063,0,5.351858133,7.423568444,34.01378264,2,14,3,1,14.18117935,0.55274943,0,-0.018608327,67.25194377,0.7771130909999999,-0.467420991,0.000607223,0.125,3.198275862,3.212975928
CHEMBL1835521,0,0.0,1,2,4,0,4,17.53175634,1,1,4,2,2,29.36252149,5,27,28.16193619,0.023376068,4.983978521,3.050736502,-0.523585744,1,7,5.316788604,5.316788604,0.044241453,3,28,-0.095649161,1.03987139,0.051439158,0,5.351858133,7.423568444,22.51475897,3,13,3,1,14.18117935,0.568041382,0,0.191155887,73.31831083,0.785196861,-0.479768436,-0.298085971,0.086956522,3.339622642,2.834994069
CHEMBL593725,0,0.0,0,2,3,1,3,13.00766041,1,1,3,2,2,24.31554143,4,22,33.54816041,0.024502924,29.11007862,3.420731765,-0.239653294,0,5,0.0,5.559266895,0.049649123,3,23,0.096484951,0.924484988,-0.238935347,0,4.94875989,7.19518732,22.51475897,2,10,4,0,0.0,0.5199609510000001,0,-0.181384483,59.78327031,0.708903304,-0.15500624400000002,0.165603172,0.111111111,2.342105263,0.0
CHEMBL1835622,0,0.0,1,2,4,0,4,17.59612517,1,1,4,2,2,29.36252149,5,27,28.16193619,0.021873522000000003,4.983978521,3.133729853,-0.4282718,1,7,5.316788604,5.316788604,0.046678487000000005,3,28,0.032710127,0.999225349,0.00382661,0,5.351858133,7.423568444,22.51475897,2,14,3,1,22.96200945,0.55274943,0,0.128177606,67.25194377,0.795428328,-0.33161492800000003,0.0913628,0.045454545,3.28,2.883882958
CHEMBL2087978,0,0.0,1,2,4,0,4,17.86915467,1,1,4,2,1,24.56601526,5,27,27.4756319,0.018525132,4.983978521,1.731103705,-0.519604854,1,6,5.316788604,5.316788604,0.040899471,3,27,-0.065910885,1.091969007,0.092356331,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,18.87376998,0.580527208,0,-0.076667551,67.12146726,0.786761398,-0.362709786,-0.150183473,0.090909091,3.222222222,3.253730159
CHEMBL2087979,0,0.0,1,2,4,0,4,18.03742599,1,1,4,2,1,24.56601526,5,27,27.4756319,0.018525132,4.983978521,1.763243282,-0.526257789,1,6,5.316788604,5.316788604,0.040899471,3,27,-0.020266618,1.12336487,0.104611179,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,14.48335494,0.580527208,0,-0.119739713,67.12146726,0.786761398,-0.339602979,-0.036163756,0.090909091,3.222222222,3.409285714
CHEMBL2087965,0,0.0,1,2,4,0,4,18.06705938,1,1,4,2,1,24.56601526,5,27,27.4756319,0.016266938,4.983978521,1.777357148,-0.512130437,1,6,5.316788604,5.316788604,0.040166667,3,27,-0.028449171,1.16674814,0.10125316,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,14.48335494,0.5992559470000001,0,-0.113112265,73.18783433,0.7585159,-0.330945893,-0.051326159,0.090909091,3.1414141410000003,3.452896825
CHEMBL1766455,0,0.0,0,2,3,1,3,14.08028504,1,1,3,2,1,19.74844179,5,28,33.41768391,0.015561343,14.64975998,1.959418462,-0.282103688,0,5,5.316788604,5.316788604,0.043274232,4,29,0.043785472,1.022347981,-0.087958541,0,4.727387819,6.842683282,22.51475897,3,18,3,1,0.0,0.515922614,0,-0.100535322,91.25645903,0.7429664570000001,-0.162271435,0.073898301,0.111111111,2.879699248,3.2955692030000003
CHEMBL1824444,0,0.0,0,2,3,1,4,18.05395339,1,1,3,2,1,24.73242031,5,28,33.54816041,0.022580128,29.22281287,1.572240489,-0.496053375,0,7,11.05045608,11.05045608,0.038962264,4,30,0.095072175,0.903922892,-0.000989685,0,4.727387819,6.842683282,22.51475897,3,16,5,2,0.0,0.497193875,0,-0.20473782,79.25420140000001,0.783333889,-0.548716971,0.16265015,0.076923077,3.0234375,2.785801157
CHEMBL2088213,0,0.0,1,2,4,0,4,18.01833109,1,1,4,2,1,24.56601526,5,27,27.4756319,0.015510336,4.983978521,1.753545802,-0.5408634139999999,1,6,5.316788604,5.316788604,0.044197531,3,27,-0.028975624,1.186914322,0.13860103599999998,0,5.351858133,7.412764017000001,21.82845468,2,14,2,1,14.48335494,0.565235256,0,-0.184238427,61.05510019,0.8055709659999999,-0.34725436299999995,-0.051121824,0.090909091,3.262626263,3.390057319
CHEMBL226734,1,3.3685510360000004,0,1,2,0,2,9.466948376,0,1,3,1,0,14.95193556,4,23,22.64523548,0.016578283,4.983978521,0.0,-0.5624663560000001,1,5,19.77449303,14.79051451,0.041767677,3,24,-0.128335229,1.070446021,0.101940358,0,5.351858133,7.412764017000001,40.21348046,3,16,0,2,4.983978521,0.580527208,0,-0.349155554,60.66367068,0.7722228729999999,-0.686067347,-0.21239222,0.125,3.155963303,3.319717734
CHEMBL2385586,1,2.829496039,1,1,3,0,3,13.074082,1,1,4,2,1,30.11221044,4,21,27.90098319,0.020078125,5.098681808,1.821312465,-0.183400898,1,7,10.21669833,10.21669833,0.022477477000000003,2,21,0.06155352,0.8033508690000001,-0.213746449,0,5.283203728999999,7.297768283,22.25380597,4,5,6,2,9.499376415,0.52840844,1,0.180562892,55.24968613,0.7601348659999999,-0.131543536,0.106858546,0.210526316,3.381818182,3.385247777
CHEMBL1808264,0,0.0,0,2,3,0,4,18.35869199,0,0,4,3,0,19.93591408,5,29,21.82845468,0.023985185,4.722094864,0.0,-0.519432719,0,7,14.95356129,14.9387932,0.036329114,4,31,-0.092972344,1.056281495,0.102815075,0,4.727387819,6.86171134,21.82845468,1,18,4,2,41.52495621,0.571478169,0,0.15933011,71.88647423,0.78718576,-0.7331958820000001,-0.239181539,0.225806452,3.0652173910000005,5.155473719
CHEMBL2385596,0,0.0,1,2,3,1,3,13.86903829,2,2,4,3,1,24.48194647,5,27,38.80390812,0.022074074,4.983978521,1.869295792,-0.18124739,1,6,9.799819462,4.899909731,0.028843537,4,27,0.052306208,0.7403518240000001,-0.214707553,0,4.727387819,6.842683282,22.25380597,5,11,5,0,9.499376415,0.577721083,1,-0.125549554,79.38467790000001,0.736152804,-0.115170701,0.08688885800000001,0.192307692,3.1011235960000003,0.0
CHEMBL3260905,1,3.4679325710000004,1,2,4,0,4,18.14056845,1,1,4,2,1,34.44990352,5,27,28.2924127,0.019809671,4.983978521,1.7324420580000002,-0.42517231,1,9,15.20067686,5.316788604,0.043563941,3,28,-0.077782074,1.168456561,-0.08778060800000001,0,5.351858133,7.412764017000001,28.71445679,3,13,3,2,14.48335494,0.565235256,1,-0.276025151,61.05510019,0.795888533,-0.397319992,-0.135220414,0.192307692,3.013888889,3.470503328
