ID,NaaNH,SaaNH,n9FaHRing,n6aHRing,naHRing,n10FaHRing,NaaN,SaaN,nFaHRing,nFHRing,nHRing,n6HRing,NaasN,SMR_VSA3,naRing,nBondsA,SlogP_VSA8,JGI5,PEOE_VSA2,SaasN,MATS1c,n9FHRing,nN,PEOE_VSA1,SlogP_VSA1,JGI4,n6aRing,nBondsM,MATS3i,GATS4c,MATS2c,NsOH,SRW07,SRW09,SMR_VSA9,C3SP2,C2SP2,C1SP2,nHBDon,PEOE_VSA3,Xch-6d,nBase,AATSC5i,SlogP_VSA6,BIC2,ATSC1c,AATSC3i,FCSP3,AATS8d,SssNH
CHEMBL126789,1,2.85312996,0,1,2,0,2,8.378173343,0,0,2,1,0,15.18134214,3,17,22.51475897,0.021111111,10.08266033,0.0,-0.26002657100000004,0,3,0.0,0.0,0.042057613,2,17,0.068749978,0.909668978,-0.222206966,0,4.59511985,6.605297921,22.51475897,2,11,1,1,8.780830095,0.287457479,0,-0.464037799,42.59504598,0.77861405,-0.113264128,0.209208497,0.066666667,2.305555556,0.0
CHEMBL1164092,1,3.445659565,0,3,4,1,4,18.71005502,1,1,4,3,0,24.9198926,5,28,33.80911341,0.019335749,9.967957042,0.0,-0.456415963,0,6,4.983978521,0.0,0.038804348,4,29,0.062483805,1.16492685,-0.064380628,0,4.727387819,6.842683282,28.84493329,2,18,2,1,9.967957042,0.497193875,0,-0.19379488600000006,72.92688132,0.7494736590000001,-0.28924577,0.108320652,0.08,3.203703704,0.0
CHEMBL1272290,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,10.21669833,3,18,11.27014384,0.025361552,14.38361155,0.0,-0.559569058,1,5,25.75018527,20.85027554,0.035846995,3,22,-0.057842013,1.109611247,0.052655003,0,4.844187086,7.03438793,0.0,4,16,3,3,0.0,0.48847624,1,0.29506609300000003,72.79640482,0.72268262,-0.679028835,-0.088824276,0.206896552,2.603550296,9.111910413
CHEMBL337978,1,2.826180792,0,1,2,0,2,8.472340482,0,0,2,1,0,15.18134214,3,17,22.51475897,0.019206349,10.08266033,0.0,-0.240175918,0,3,0.0,0.0,0.032753623,2,17,-0.015796526,0.765872716,-0.265438419,0,4.59511985,6.605297921,22.51475897,2,10,2,1,4.390415048,0.321478169,0,-0.208527167,54.85825662,0.782311909,-0.09015349,-0.039183808,0.0,2.142857143,0.0
CHEMBL1271471,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,10.21669833,3,18,11.27014384,0.024554598,9.589074368,0.0,-0.535470219,1,4,20.85027554,15.95036581,0.035308642,3,21,-0.06918371,1.197509297,0.05306789,0,4.844187086,7.03438793,0.0,5,15,2,3,0.0,0.48847624,1,0.171097455,72.79640482,0.7317186509999999,-0.512985606,-0.104986455,0.214285714,2.673202614,9.757555576
CHEMBL1165374,1,3.485659565,0,2,3,1,3,14.07686004,1,1,3,2,0,19.93591408,5,28,33.54816041,0.019335749,9.967957042,0.0,-0.458484451,0,5,4.983978521,0.0,0.038804348,4,29,-0.014427002,1.153447366,-0.014660441,0,4.727387819,6.842683282,28.71445679,4,17,2,1,4.983978521,0.497193875,0,-0.230642901,78.99324839,0.74131936,-0.254072625,-0.0241054,0.076923077,3.1327433630000003,0.0
CHEMBL492634,1,3.443195704,0,2,3,1,4,18.36801025,1,1,3,2,0,24.9198926,5,28,33.67863691,0.019832176,19.74647275,0.0,-0.573278819,0,6,10.717646,5.733667477000001,0.0396875,4,29,0.023164217,0.99160324,0.063195236,0,4.727387819,6.842683282,22.64523548,3,16,4,2,4.983978521,0.497193875,0,-0.169206964,73.05735783,0.76696352,-0.528090969,0.039322568,0.08,3.172413793,0.0
CHEMBL365918,0,0.0,0,1,2,0,2,8.915023306,0,0,2,1,0,9.967957042,4,22,32.600903100000004,0.020236928,4.983978521,0.0,-0.614170287,0,3,5.733667477000001,5.733667477000001,0.034166667000000005,3,22,0.092594523,0.8140893990000001,0.187952252,0,4.727387819,6.823286122000001,21.82845468,3,13,1,1,4.983978521,0.460772944,0,-0.12744071199999998,66.86051426,0.6729843740000001,-0.298197887,0.158382362,0.0,2.213114754,0.0
CHEMBL204211,1,2.977832018,0,2,3,0,3,13.44613459,0,0,4,3,0,25.48210926,4,23,33.77213846,0.019547804,15.06663885,0.0,-0.223631474,0,5,10.05365156,5.316788604,0.025271318,3,23,-0.017933328000000002,0.7808031320000001,-0.212798523,0,4.59511985,6.605297921,33.77213846,4,12,3,2,0.0,0.506873575,1,0.108318575,73.18783433,0.797601178,-0.16115723,-0.028645021,0.24,2.699115044,3.634589033
CHEMBL208437,1,2.9590700880000003,0,2,4,0,4,17.39743019,0,0,4,2,1,29.71639883,5,28,33.77213846,0.019768519,15.06663885,1.984996534,-0.26750708300000003,0,6,9.303962602,4.736862953999999,0.020943152,3,28,0.059662158,0.888511742,-0.204002571,0,5.209486153,7.139660336,39.52165029,3,13,5,1,4.983978521,0.506873575,0,-0.017100553,91.90884155,0.8012751490000001,-0.252634073,0.101179981,0.083333333,2.915789474,0.0
CHEMBL202994,1,2.971327032,0,2,3,0,3,13.41048809,0,0,4,2,0,25.06523039,4,23,33.77213846,0.019768519,19.96654858,0.0,-0.234433859,0,5,4.736862953999999,4.736862953999999,0.020943152,3,23,0.080355021,0.8443822759999999,-0.211444182,0,5.209486153,7.139660336,39.52165029,3,13,3,1,0.0,0.506873575,1,-0.033724986,73.18783433,0.775794895,-0.192538515,0.128351592,0.24,2.76146789,0.0
CHEMBL205156,1,2.9516097130000003,0,2,3,0,3,13.27381181,0,0,3,2,0,20.16532066,4,23,33.77213846,0.02,15.06663885,0.0,-0.20140246,0,4,0.0,0.0,0.026339869,3,23,-0.052460197,0.7768776159999999,-0.259241577,0,4.59511985,6.605297921,33.77213846,4,12,3,1,0.0,0.404811503,0,0.041526572000000005,73.18783433,0.780175595,-0.085074391,-0.08730893,0.05,2.735294118,0.0
CHEMBL204139,1,3.1463904360000003,1,1,3,0,3,13.72050603,1,2,4,1,1,24.73242031,4,21,33.54816041,0.017277778,9.665781456,2.133026502,-0.313893864,1,5,4.983978521,0.0,0.035718954,2,21,0.060774450999999986,0.8309049079999999,-0.113135328,0,5.777652323,7.860570786,22.51475897,2,11,1,1,4.983978521,0.68997779,0,-0.200210194,48.92236606,0.825375482,-0.167049447,0.105485105,0.166666667,2.358974359,0.0
CHEMBL378167,0,0.0,1,1,3,0,3,14.20624059,1,2,5,1,2,29.21545116,4,21,33.54816041,0.016655093,9.665781456,4.49600369,-0.195036953,1,6,9.467009379,0.0,0.029227053,2,21,0.045152772,0.867520075,-0.183962306,0,6.042632834,8.105609402,22.51475897,2,11,1,0,4.983978521,0.8294973409999999,1,-0.215727819,48.92236606,0.727251511,-0.118880018,0.072399832,0.4,2.763513514,0.0
CHEMBL206233,0,0.0,1,1,3,0,3,14.45339394,1,2,5,1,2,29.21545116,4,21,33.54816041,0.015988889,9.665781456,4.509378175,-0.210489927,1,6,9.467009379,0.0,0.031990741,2,21,0.066669376,0.88439605,-0.151100749,0,6.042632834,8.105609402,22.51475897,2,12,0,0,4.983978521,0.8107686009999999,1,-0.25678702,42.72552249,0.730361774,-0.126673054,0.105688394,0.423076923,2.7625,0.0
CHEMBL184746,0,0.0,0,1,2,1,2,8.733826058,1,1,2,1,0,9.967957042,4,22,32.600903100000004,0.023761261,4.983978521,0.0,-0.607238634,0,3,5.733667477000001,5.733667477000001,0.035345345,3,22,-0.0321686,0.7848152270000001,0.212255154,0,4.727387819,6.823286122000001,21.69797817,3,13,1,1,9.374393569,0.442044204,0,-0.399675504,60.79414719,0.721302096,-0.325334256,-0.076622647,0.0,2.253968254,0.0
CHEMBL229599,1,3.415695704,0,2,3,1,4,18.32440878,1,1,3,2,0,24.9198926,5,28,33.67863691,0.018744213,19.74647275,0.0,-0.568024162,0,7,16.034434599999994,11.05045608,0.0446875,4,29,0.09000188,1.235260042,0.031719435,0,4.727387819,6.842683282,22.64523548,2,17,4,3,4.983978521,0.497193875,0,-0.210456742,73.05735783,0.7767360059999999,-0.628720289,0.154919495,0.08,3.177966102,3.296417967
CHEMBL204966,0,0.0,1,1,3,0,3,14.0544052,1,2,4,1,2,24.31554143,4,21,33.54816041,0.017108262,9.665781456,4.217539735,-0.245185266,1,5,4.567099648,0.0,0.038040936,2,21,0.042417454,0.913612128,-0.153951402,0,5.82008293,7.9276850460000015,22.51475897,2,12,0,0,4.983978521,0.736890192,0,-0.277903742,42.72552249,0.81510912,-0.119899015,0.070820751,0.25,2.461538462,0.0
CHEMBL1957672,1,3.213556311,0,0,2,0,2,9.11005354,0,1,3,0,0,14.95193556,3,16,21.95893118,0.018963964,10.11132579,0.0,-0.625220133,1,4,14.45770443,14.79051451,0.035745614,1,17,0.0063822390000000005,0.962842896,0.16965360899999998,0,5.733341277,7.7659930789999985,33.45795484,1,8,3,2,9.967957042,0.5997530529999999,0,0.051711009,23.57916398,0.841066412,-0.779190168,0.010618935,0.27777777800000003,2.764044944,2.817593065
CHEMBL118928,1,2.876894133,0,1,2,0,2,8.763837396,0,0,2,1,0,15.18134214,3,17,22.51475897,0.020241546000000003,10.08266033,0.0,-0.406105675,0,3,5.106527395,0.0,0.037777778,2,17,0.026177138,0.786860283,-0.068601973,1,4.59511985,6.605297921,28.26427081,2,11,1,2,0.0,0.30274943,0,-0.208626416,48.66141305,0.7858033090000001,-0.277921833,0.042650262,0.066666667,2.068181818,0.0
CHEMBL406411,0,0.0,0,2,3,1,3,14.23784812,1,2,5,2,1,24.64835152,4,22,33.41768391,0.017435516,14.64975998,2.157604121,-0.188597328,0,5,9.636772685,4.736862953999999,0.033707265,3,22,0.094708596,0.8853974720000001,-0.152241137,0,5.777652323,7.846589975,28.26427081,3,12,2,0,0.0,0.792536968,1,-0.044145025,54.85825662,0.7637111540000001,-0.146186436,0.146631819,0.392857143,2.64,0.0
CHEMBL409158,0,0.0,0,2,3,1,3,14.14536733,1,2,5,2,1,19.74844179,4,22,33.41768391,0.017175926,14.64975998,2.143541787,-0.216333307,0,4,9.473725907999999,4.736862953999999,0.035770975,3,22,0.121221355,0.94574304,-0.190222433,0,5.733341277,7.78113851,28.26427081,3,12,2,0,0.0,0.693414577,0,-0.114389407,54.85825662,0.785539083,-0.183031045,0.189171384,0.32,2.5,0.0
CHEMBL409356,0,0.0,0,2,3,1,3,14.10911407,1,2,5,3,1,29.54826125,4,22,33.41768391,0.021548964,19.44429716,2.118111229,-0.275154041,0,6,14.53668242,4.736862953999999,0.036545455,3,23,0.167418485,0.8471411209999999,-0.218519541,0,5.4161004020000005,7.535296702,28.26427081,3,12,3,0,0.0,0.6746858379999999,1,-0.006371225,54.85825662,0.76281504,-0.294656874,0.26686637,0.333333333,2.525,0.0
CHEMBL234655,0,0.0,0,3,3,1,5,21.58858306,1,1,4,3,0,35.13659094,4,23,22.55173393,0.020401786,14.57305289,0.0,-0.53106779,0,8,15.53348694,10.63357721,0.03540404,4,25,-0.10232734,0.917070857,0.04025506,0,4.59511985,6.529418838,11.38785599,2,8,9,2,24.32632913,0.491448067,0,-0.342678087,53.52556208,0.8268810459999999,-0.686673575,-0.209816966,0.24,3.121212121,6.019733526
CHEMBL606632,0,0.0,0,2,3,1,3,13.22781787,1,1,3,2,2,24.31554143,4,22,33.54816041,0.024666667000000003,29.11007862,3.439250283,-0.255216681,0,5,0.0,5.559266895,0.049944444000000005,3,23,0.132211962,0.92445101,-0.202892882,0,4.94875989,7.19518732,22.51475897,2,11,3,0,0.0,0.501232212,0,-0.17306327100000002,53.58642674,0.744193421,-0.162853521,0.222469651,0.15789473699999998,2.295454545,0.0
CHEMBL10,1,3.367655659,0,1,2,0,2,8.820322127999999,0,0,2,1,0,14.95193556,4,23,33.90261496,0.031637427,9.192877013,0.0,-0.460252556,0,3,4.983978521,0.0,0.037578348,3,24,-0.103246077,1.352563786,0.01746404,0,4.727387819,6.86171134,33.90261496,3,14,3,1,9.374393569,0.435395406,0,0.267848248,77.95284129999997,0.759668102,-0.248050287,-0.225700659,0.047619048,2.591836735,0.0
CHEMBL129678,1,2.766566515,0,1,2,1,2,8.501230892999999,1,1,2,1,0,15.18134214,4,22,33.2872074,0.022573099,10.08266033,0.0,-0.414540103,0,3,0.0,0.0,0.032138889,3,22,-0.103455449,0.7730894909999999,-0.115339008,0,4.59511985,6.605297921,22.38428247,5,11,2,1,0.0,0.370790812,0,-0.529636097,66.99099076,0.731293532,-0.25225758800000003,-0.351791376,0.052631579000000005,2.754098361,0.0
CHEMBL563207,1,2.882488929,1,2,3,1,5,21.83419689,2,2,3,2,0,30.36268428,5,27,33.45465886,0.019992492,5.098681808,0.0,-0.521049546,1,7,5.316788604,5.316788604,0.038347953,4,27,-0.097992787,1.187965321,0.091926078,0,4.59511985,6.580639137,11.51833249,1,16,2,2,14.95193556,0.456930271,0,0.233043,60.66367068,0.738708423,-0.333711651,-0.179569215,0.05,3.066666667,3.399178477
CHEMBL1272021,0,0.0,0,0,0,0,0,0.0,0,1,2,1,0,10.21669833,2,12,5.57310453,0.022717718,14.488984099999998,0.0,-0.547938436,1,4,15.95036581,15.95036581,0.031452991,2,15,-0.09435017,1.001755838,0.076222268,0,4.844187086,7.0184017989999985,0.0,4,9,3,3,0.0,0.498670874,1,0.117321243,48.66452437,0.766070858,-0.51720548,-0.142318642,0.333333333,2.59223301,8.844240646
CHEMBL593000,0,0.0,0,1,2,1,2,8.593644456,1,1,2,1,2,19.33156291,4,22,33.41768391,0.024666667000000003,24.1261001,3.274352324,-0.274517096,0,4,0.0,5.559266895,0.049944444000000005,3,23,0.082368546,0.977871086,-0.22097993,0,4.94875989,7.19518732,22.38428247,3,11,3,0,4.390415048,0.501232212,0,-0.017649796000000002,59.65279381,0.732010272,-0.171253706,0.181361251,0.105263158,2.405063291,0.0
CHEMBL592977,0,0.0,0,1,2,1,2,8.664672923,1,1,2,1,2,19.33156291,4,22,33.41768391,0.024666667000000003,24.1261001,3.433082483,-0.258138573,0,4,0.0,5.559266895,0.049944444000000005,3,23,0.112442866,1.020376891,-0.24926504,0,4.94875989,7.19518732,22.38428247,3,11,3,0,0.0,0.501232212,0,0.051913202,59.65279381,0.732010272,-0.14790122,0.183121814,0.105263158,2.405063291,0.0
CHEMBL1163955,0,0.0,0,2,3,1,3,14.01886723,1,1,3,2,1,19.74844179,5,28,33.41768391,0.019335749,14.64975998,1.915285809,-0.17797647800000002,0,5,0.0,0.0,0.038804348,4,29,-0.054047300000000006,1.003286552,-0.238401323,0,4.727387819,6.842683282,28.58398029,5,16,2,0,0.0,0.497193875,0,-0.18411846,85.19009196,0.7478675859999999,-0.079707783,-0.090305096,0.076923077,3.068965517,0.0
CHEMBL1164843,0,0.0,0,3,4,1,4,18.66782138,1,1,4,3,1,24.73242031,5,28,33.67863691,0.019832176,19.44429716,1.837209467,-0.447096101,0,6,5.733667477000001,5.733667477000001,0.0396875,4,29,-0.044263308,0.95651345,-0.013841559,0,4.727387819,6.842683282,22.64523548,3,17,3,1,4.983978521,0.497193875,0,-0.225794513,79.12372490000001,0.764345361,-0.363557127,-0.075139469,0.08,3.127118644,0.0
CHEMBL229546,1,3.440154557,0,2,3,1,4,18.36087464,1,1,3,2,0,24.9198926,5,28,33.67863691,0.018604938,14.95193556,0.0,-0.466314952,0,7,10.30076712,5.316788604,0.045,4,29,0.107208971,1.366543255,-0.088329567,0,4.727387819,6.842683282,28.71445679,2,17,3,2,4.983978521,0.497193875,0,-0.278874254,73.05735783,0.765593573,-0.381170169,0.189143996,0.08,3.18018018,3.350822729
CHEMBL500149,0,0.0,0,1,1,1,1,4.374218055,1,1,1,1,0,4.983978521,3,17,10.90292493,0.028326023,9.778515705,0.0,-0.320135277,0,1,14.21058886,14.21058886,0.054200542,3,18,-0.068818045,1.105372239,-0.148154435,0,0.0,0.0,22.99804733,4,11,1,0,0.0,0.179152493,0,0.149283879,36.52867891,0.7097679459999999,-0.354141552,-0.097345594,0.238095238,2.380952381,0.0
CHEMBL130025,1,2.986072137,0,1,3,1,2,8.823003669,1,1,3,1,0,15.18134214,4,21,32.600903100000004,0.011656746,10.08266033,0.0,-0.184954601,0,3,0.0,0.0,0.027275986,2,21,-0.083258525,0.7802376609999999,-0.279578581,0,5.209486153,7.153833802,21.69797817,3,10,3,1,0.0,0.370790812,0,-0.292679964,60.23831939,0.7842892890000001,-0.065000722,-0.146080918,0.0,2.333333333,0.0
